date,wm_yr_wk,weekday,wday,month,year,d,event_name_1_col,event_type_1_col,event_name_2_col,event_type_2_col,snap_CA_col,snap_TX_col,snap_WI_col
2014-01-06,11350,Monday,3,1,2014,d_1074_col,,,,,1,1,1
2014-01-07,11350,Tuesday,4,1,2014,d_1075_col,OrthodoxChristmas,Religious,,,1,1,0
2014-01-08,11350,Wednesday,5,1,2014,d_1076_col,,,,,1,0,1
2014-01-09,11350,Thursday,6,1,2014,d_1077_col,,,,,1,1,1
2014-01-10,11350,Friday,7,1,2014,d_1078_col,,,,,1,0,0
2014-01-11,11351,Saturday,1,1,2014,d_1079_col,,,,,0,1,1
2014-01-12,11351,Sunday,2,1,2014,d_1080_col,,,,,0,1,1
2014-01-13,11351,Monday,3,1,2014,d_1081_col,,,,,0,1,0
2014-01-14,11351,Tuesday,4,1,2014,d_1082_col,,,,,0,0,1
2014-01-15,11351,Wednesday,5,1,2014,d_1083_col,,,,,0,1,1
2014-01-16,11351,Thursday,6,1,2014,d_1084_col,,,,,0,0,0
2014-01-17,11351,Friday,7,1,2014,d_1085_col,,,,,0,0,0
2014-01-18,11352,Saturday,1,1,2014,d_1086_col,,,,,0,0,0
2014-01-19,11352,Sunday,2,1,2014,d_1087_col,,,,,0,0,0
2014-01-20,11352,Monday,3,1,2014,d_1088_col,MartinLutherKingDay,National,,,0,0,0
2014-01-21,11352,Tuesday,4,1,2014,d_1089_col,,,,,0,0,0
2014-01-22,11352,Wednesday,5,1,2014,d_1090_col,,,,,0,0,0
2014-01-23,11352,Thursday,6,1,2014,d_1091_col,,,,,0,0,0
2014-01-24,11352,Friday,7,1,2014,d_1092_col,,,,,0,0,0
2014-01-25,11353,Saturday,1,1,2014,d_1093_col,,,,,0,0,0
2014-01-26,11353,Sunday,2,1,2014,d_1094_col,,,,,0,0,0
2014-01-27,11353,Monday,3,1,2014,d_1095_col,,,,,0,0,0
2014-01-28,11353,Tuesday,4,1,2014,d_1096_col,,,,,0,0,0
2014-01-29,11353,Wednesday,5,1,2014,d_1097_col,,,,,0,0,0
2014-01-30,11353,Thursday,6,1,2014,d_1098_col,,,,,0,0,0
2014-01-31,11353,Friday,7,1,2014,d_1099_col,,,,,0,0,0
2014-02-01,11401,Saturday,1,2,2014,d_1100_col,,,,,1,1,0
2014-02-02,11401,Sunday,2,2,2014,d_1101_col,SuperBowl,Sporting,,,1,0,1
2014-02-03,11401,Monday,3,2,2014,d_1102_col,,,,,1,1,1
2014-02-04,11401,Tuesday,4,2,2014,d_1103_col,,,,,1,0,0
2014-02-05,11401,Wednesday,5,2,2014,d_1104_col,,,,,1,1,1
2014-02-06,11401,Thursday,6,2,2014,d_1105_col,,,,,1,1,1
2014-02-07,11401,Friday,7,2,2014,d_1106_col,,,,,1,1,0
2014-02-08,11402,Saturday,1,2,2014,d_1107_col,,,,,1,0,1
2014-02-09,11402,Sunday,2,2,2014,d_1108_col,,,,,1,1,1
2014-02-10,11402,Monday,3,2,2014,d_1109_col,,,,,1,0,0
2014-02-11,11402,Tuesday,4,2,2014,d_1110_col,,,,,0,1,1
2014-02-12,11402,Wednesday,5,2,2014,d_1111_col,,,,,0,1,1
2014-02-13,11402,Thursday,6,2,2014,d_1112_col,,,,,0,1,0
2014-02-14,11402,Friday,7,2,2014,d_1113_col,ValentinesDay,Cultural,,,0,0,1
2014-02-15,11403,Saturday,1,2,2014,d_1114_col,,,,,0,1,1
2014-02-16,11403,Sunday,2,2,2014,d_1115_col,,,,,0,0,0
2014-02-17,11403,Monday,3,2,2014,d_1116_col,PresidentsDay,National,,,0,0,0
2014-02-18,11403,Tuesday,4,2,2014,d_1117_col,,,,,0,0,0
2014-02-19,11403,Wednesday,5,2,2014,d_1118_col,,,,,0,0,0
2014-02-20,11403,Thursday,6,2,2014,d_1119_col,,,,,0,0,0
2014-02-21,11403,Friday,7,2,2014,d_1120_col,,,,,0,0,0
2014-02-22,11404,Saturday,1,2,2014,d_1121_col,,,,,0,0,0
2014-02-23,11404,Sunday,2,2,2014,d_1122_col,,,,,0,0,0
2014-02-24,11404,Monday,3,2,2014,d_1123_col,,,,,0,0,0
2014-02-25,11404,Tuesday,4,2,2014,d_1124_col,,,,,0,0,0
2014-02-26,11404,Wednesday,5,2,2014,d_1125_col,,,,,0,0,0
2014-02-27,11404,Thursday,6,2,2014,d_1126_col,,,,,0,0,0
2014-02-28,11404,Friday,7,2,2014,d_1127_col,,,,,0,0,0
2014-03-01,11405,Saturday,1,3,2014,d_1128_col,,,,,1,1,0
2014-03-02,11405,Sunday,2,3,2014,d_1129_col,,,,,1,0,1
2014-03-03,11405,Monday,3,3,2014,d_1130_col,,,,,1,1,1
2014-03-04,11405,Tuesday,4,3,2014,d_1131_col,,,,,1,0,0
2014-03-05,11405,Wednesday,5,3,2014,d_1132_col,LentStart,Religious,,,1,1,1
2014-03-06,11405,Thursday,6,3,2014,d_1133_col,,,,,1,1,1
2014-03-07,11405,Friday,7,3,2014,d_1134_col,,,,,1,1,0
2014-03-08,11406,Saturday,1,3,2014,d_1135_col,,,,,1,0,1
2014-03-09,11406,Sunday,2,3,2014,d_1136_col,,,,,1,1,1
2014-03-10,11406,Monday,3,3,2014,d_1137_col,,,,,1,0,0
2014-03-11,11406,Tuesday,4,3,2014,d_1138_col,,,,,0,1,1
2014-03-12,11406,Wednesday,5,3,2014,d_1139_col,LentWeek2,Religious,,,0,1,1
2014-03-13,11406,Thursday,6,3,2014,d_1140_col,,,,,0,1,0
2014-03-14,11406,Friday,7,3,2014,d_1141_col,,,,,0,0,1
2014-03-15,11407,Saturday,1,3,2014,d_1142_col,,,,,0,1,1
2014-03-16,11407,Sunday,2,3,2014,d_1143_col,Purim End,Religious,,,0,0,0
2014-03-17,11407,Monday,3,3,2014,d_1144_col,StPatricksDay,Cultural,,,0,0,0
2014-03-18,11407,Tuesday,4,3,2014,d_1145_col,,,,,0,0,0
2014-03-19,11407,Wednesday,5,3,2014,d_1146_col,,,,,0,0,0
2014-03-20,11407,Thursday,6,3,2014,d_1147_col,,,,,0,0,0
2014-03-21,11407,Friday,7,3,2014,d_1148_col,,,,,0,0,0
2014-03-22,11408,Saturday,1,3,2014,d_1149_col,,,,,0,0,0
2014-03-23,11408,Sunday,2,3,2014,d_1150_col,,,,,0,0,0
2014-03-24,11408,Monday,3,3,2014,d_1151_col,,,,,0,0,0
2014-03-25,11408,Tuesday,4,3,2014,d_1152_col,,,,,0,0,0
2014-03-26,11408,Wednesday,5,3,2014,d_1153_col,,,,,0,0,0
2014-03-27,11408,Thursday,6,3,2014,d_1154_col,,,,,0,0,0
2014-03-28,11408,Friday,7,3,2014,d_1155_col,,,,,0,0,0
2014-03-29,11409,Saturday,1,3,2014,d_1156_col,,,,,0,0,0
2014-03-30,11409,Sunday,2,3,2014,d_1157_col,,,,,0,0,0
2014-03-31,11409,Monday,3,3,2014,d_1158_col,,,,,0,0,0
2014-04-01,11409,Tuesday,4,4,2014,d_1159_col,,,,,1,1,0
2014-04-02,11409,Wednesday,5,4,2014,d_1160_col,,,,,1,0,1
2014-04-03,11409,Thursday,6,4,2014,d_1161_col,,,,,1,1,1
2014-04-04,11409,Friday,7,4,2014,d_1162_col,,,,,1,0,0
2014-04-05,11410,Saturday,1,4,2014,d_1163_col,,,,,1,1,1
2014-04-06,11410,Sunday,2,4,2014,d_1164_col,,,,,1,1,1
2014-04-07,11410,Monday,3,4,2014,d_1165_col,,,,,1,1,0
2014-04-08,11410,Tuesday,4,4,2014,d_1166_col,,,,,1,0,1
2014-04-09,11410,Wednesday,5,4,2014,d_1167_col,,,,,1,1,1
2014-04-10,11410,Thursday,6,4,2014,d_1168_col,,,,,1,0,0
2014-04-11,11410,Friday,7,4,2014,d_1169_col,,,,,0,1,1
2014-04-12,11411,Saturday,1,4,2014,d_1170_col,,,,,0,1,1
2014-04-13,11411,Sunday,2,4,2014,d_1171_col,,,,,0,1,0
2014-04-14,11411,Monday,3,4,2014,d_1172_col,,,,,0,0,1
2014-04-15,11411,Tuesday,4,4,2014,d_1173_col,,,,,0,1,1
2014-04-16,11411,Wednesday,5,4,2014,d_1174_col,,,,,0,0,0
2014-04-17,11411,Thursday,6,4,2014,d_1175_col,,,,,0,0,0
2014-04-18,11411,Friday,7,4,2014,d_1176_col,,,,,0,0,0
2014-04-19,11412,Saturday,1,4,2014,d_1177_col,,,,,0,0,0
2014-04-20,11412,Sunday,2,4,2014,d_1178_col,Easter,Cultural,OrthodoxEaster,Religious,0,0,0
2014-04-21,11412,Monday,3,4,2014,d_1179_col,,,,,0,0,0
2014-04-22,11412,Tuesday,4,4,2014,d_1180_col,Pesach End,Religious,,,0,0,0
2014-04-23,11412,Wednesday,5,4,2014,d_1181_col,,,,,0,0,0
2014-04-24,11412,Thursday,6,4,2014,d_1182_col,,,,,0,0,0
2014-04-25,11412,Friday,7,4,2014,d_1183_col,,,,,0,0,0
2014-04-26,11413,Saturday,1,4,2014,d_1184_col,,,,,0,0,0
2014-04-27,11413,Sunday,2,4,2014,d_1185_col,,,,,0,0,0
2014-04-28,11413,Monday,3,4,2014,d_1186_col,,,,,0,0,0
2014-04-29,11413,Tuesday,4,4,2014,d_1187_col,,,,,0,0,0
2014-04-30,11413,Wednesday,5,4,2014,d_1188_col,,,,,0,0,0
2014-05-01,11413,Thursday,6,5,2014,d_1189_col,,,,,1,1,0
2014-05-02,11413,Friday,7,5,2014,d_1190_col,,,,,1,0,1
2014-05-03,11414,Saturday,1,5,2014,d_1191_col,,,,,1,1,1
2014-05-04,11414,Sunday,2,5,2014,d_1192_col,,,,,1,0,0
2014-05-05,11414,Monday,3,5,2014,d_1193_col,Cinco De Mayo,Cultural,,,1,1,1
2014-05-06,11414,Tuesday,4,5,2014,d_1194_col,,,,,1,1,1
2014-05-07,11414,Wednesday,5,5,2014,d_1195_col,,,,,1,1,0
2014-05-08,11414,Thursday,6,5,2014,d_1196_col,,,,,1,0,1
2014-05-09,11414,Friday,7,5,2014,d_1197_col,,,,,1,1,1
2014-05-10,11415,Saturday,1,5,2014,d_1198_col,,,,,1,0,0
2014-05-11,11415,Sunday,2,5,2014,d_1199_col,Mother's day,Cultural,,,0,1,1
2014-05-12,11415,Monday,3,5,2014,d_1200_col,,,,,0,1,1
2014-05-13,11415,Tuesday,4,5,2014,d_1201_col,,,,,0,1,0
2014-05-14,11415,Wednesday,5,5,2014,d_1202_col,,,,,0,0,1
2014-05-15,11415,Thursday,6,5,2014,d_1203_col,,,,,0,1,1
2014-05-16,11415,Friday,7,5,2014,d_1204_col,,,,,0,0,0
2014-05-17,11416,Saturday,1,5,2014,d_1205_col,,,,,0,0,0
2014-05-18,11416,Sunday,2,5,2014,d_1206_col,,,,,0,0,0
2014-05-19,11416,Monday,3,5,2014,d_1207_col,,,,,0,0,0
2014-05-20,11416,Tuesday,4,5,2014,d_1208_col,,,,,0,0,0
2014-05-21,11416,Wednesday,5,5,2014,d_1209_col,,,,,0,0,0
2014-05-22,11416,Thursday,6,5,2014,d_1210_col,,,,,0,0,0
2014-05-23,11416,Friday,7,5,2014,d_1211_col,,,,,0,0,0
2014-05-24,11417,Saturday,1,5,2014,d_1212_col,,,,,0,0,0
2014-05-25,11417,Sunday,2,5,2014,d_1213_col,,,,,0,0,0
2014-05-26,11417,Monday,3,5,2014,d_1214_col,MemorialDay,National,,,0,0,0
2014-05-27,11417,Tuesday,4,5,2014,d_1215_col,,,,,0,0,0
2014-05-28,11417,Wednesday,5,5,2014,d_1216_col,,,,,0,0,0
2014-05-29,11417,Thursday,6,5,2014,d_1217_col,,,,,0,0,0
2014-05-30,11417,Friday,7,5,2014,d_1218_col,,,,,0,0,0
2014-05-31,11418,Saturday,1,5,2014,d_1219_col,,,,,0,0,0
2014-06-01,11418,Sunday,2,6,2014,d_1220_col,,,,,1,1,0
2014-06-02,11418,Monday,3,6,2014,d_1221_col,,,,,1,0,1
2014-06-03,11418,Tuesday,4,6,2014,d_1222_col,,,,,1,1,1
2014-06-04,11418,Wednesday,5,6,2014,d_1223_col,,,,,1,0,0
2014-06-05,11418,Thursday,6,6,2014,d_1224_col,NBAFinalsStart,Sporting,,,1,1,1
2014-06-06,11418,Friday,7,6,2014,d_1225_col,,,,,1,1,1
2014-06-07,11419,Saturday,1,6,2014,d_1226_col,,,,,1,1,0
2014-06-08,11419,Sunday,2,6,2014,d_1227_col,,,,,1,0,1
2014-06-09,11419,Monday,3,6,2014,d_1228_col,,,,,1,1,1
2014-06-10,11419,Tuesday,4,6,2014,d_1229_col,,,,,1,0,0
2014-06-11,11419,Wednesday,5,6,2014,d_1230_col,,,,,0,1,1
2014-06-12,11419,Thursday,6,6,2014,d_1231_col,,,,,0,1,1
2014-06-13,11419,Friday,7,6,2014,d_1232_col,,,,,0,1,0
2014-06-14,11420,Saturday,1,6,2014,d_1233_col,,,,,0,0,1
2014-06-15,11420,Sunday,2,6,2014,d_1234_col,NBAFinalsEnd,Sporting,Father's day,Cultural,0,1,1
2014-06-16,11420,Monday,3,6,2014,d_1235_col,,,,,0,0,0
2014-06-17,11420,Tuesday,4,6,2014,d_1236_col,,,,,0,0,0
2014-06-18,11420,Wednesday,5,6,2014,d_1237_col,,,,,0,0,0
2014-06-19,11420,Thursday,6,6,2014,d_1238_col,,,,,0,0,0
2014-06-20,11420,Friday,7,6,2014,d_1239_col,,,,,0,0,0
2014-06-21,11421,Saturday,1,6,2014,d_1240_col,,,,,0,0,0
2014-06-22,11421,Sunday,2,6,2014,d_1241_col,,,,,0,0,0
2014-06-23,11421,Monday,3,6,2014,d_1242_col,,,,,0,0,0
2014-06-24,11421,Tuesday,4,6,2014,d_1243_col,,,,,0,0,0
2014-06-25,11421,Wednesday,5,6,2014,d_1244_col,,,,,0,0,0
2014-06-26,11421,Thursday,6,6,2014,d_1245_col,,,,,0,0,0
2014-06-27,11421,Friday,7,6,2014,d_1246_col,,,,,0,0,0
2014-06-28,11422,Saturday,1,6,2014,d_1247_col,,,,,0,0,0
2014-06-29,11422,Sunday,2,6,2014,d_1248_col,Ramadan starts,Religious,,,0,0,0
2014-06-30,11422,Monday,3,6,2014,d_1249_col,,,,,0,0,0
2014-07-01,11422,Tuesday,4,7,2014,d_1250_col,,,,,1,1,0
2014-07-02,11422,Wednesday,5,7,2014,d_1251_col,,,,,1,0,1
2014-07-03,11422,Thursday,6,7,2014,d_1252_col,,,,,1,1,1
2014-07-04,11422,Friday,7,7,2014,d_1253_col,IndependenceDay,National,,,1,0,0
2014-07-05,11423,Saturday,1,7,2014,d_1254_col,,,,,1,1,1
2014-07-06,11423,Sunday,2,7,2014,d_1255_col,,,,,1,1,1
2014-07-07,11423,Monday,3,7,2014,d_1256_col,,,,,1,1,0
2014-07-08,11423,Tuesday,4,7,2014,d_1257_col,,,,,1,0,1
2014-07-09,11423,Wednesday,5,7,2014,d_1258_col,,,,,1,1,1
2014-07-10,11423,Thursday,6,7,2014,d_1259_col,,,,,1,0,0
2014-07-11,11423,Friday,7,7,2014,d_1260_col,,,,,0,1,1
2014-07-12,11424,Saturday,1,7,2014,d_1261_col,,,,,0,1,1
2014-07-13,11424,Sunday,2,7,2014,d_1262_col,,,,,0,1,0
2014-07-14,11424,Monday,3,7,2014,d_1263_col,,,,,0,0,1
2014-07-15,11424,Tuesday,4,7,2014,d_1264_col,,,,,0,1,1
2014-07-16,11424,Wednesday,5,7,2014,d_1265_col,,,,,0,0,0
2014-07-17,11424,Thursday,6,7,2014,d_1266_col,,,,,0,0,0
2014-07-18,11424,Friday,7,7,2014,d_1267_col,,,,,0,0,0
2014-07-19,11425,Saturday,1,7,2014,d_1268_col,,,,,0,0,0
2014-07-20,11425,Sunday,2,7,2014,d_1269_col,,,,,0,0,0
2014-07-21,11425,Monday,3,7,2014,d_1270_col,,,,,0,0,0
2014-07-22,11425,Tuesday,4,7,2014,d_1271_col,,,,,0,0,0
2014-07-23,11425,Wednesday,5,7,2014,d_1272_col,,,,,0,0,0
2014-07-24,11425,Thursday,6,7,2014,d_1273_col,,,,,0,0,0
2014-07-25,11425,Friday,7,7,2014,d_1274_col,,,,,0,0,0
2014-07-26,11426,Saturday,1,7,2014,d_1275_col,,,,,0,0,0
2014-07-27,11426,Sunday,2,7,2014,d_1276_col,,,,,0,0,0
2014-07-28,11426,Monday,3,7,2014,d_1277_col,,,,,0,0,0
2014-07-29,11426,Tuesday,4,7,2014,d_1278_col,Eid al-Fitr,Religious,,,0,0,0
2014-07-30,11426,Wednesday,5,7,2014,d_1279_col,,,,,0,0,0
2014-07-31,11426,Thursday,6,7,2014,d_1280_col,,,,,0,0,0
2014-08-01,11426,Friday,7,8,2014,d_1281_col,,,,,1,1,0
2014-08-02,11427,Saturday,1,8,2014,d_1282_col,,,,,1,0,1
2014-08-03,11427,Sunday,2,8,2014,d_1283_col,,,,,1,1,1
2014-08-04,11427,Monday,3,8,2014,d_1284_col,,,,,1,0,0
2014-08-05,11427,Tuesday,4,8,2014,d_1285_col,,,,,1,1,1
2014-08-06,11427,Wednesday,5,8,2014,d_1286_col,,,,,1,1,1
2014-08-07,11427,Thursday,6,8,2014,d_1287_col,,,,,1,1,0
2014-08-08,11427,Friday,7,8,2014,d_1288_col,,,,,1,0,1
2014-08-09,11428,Saturday,1,8,2014,d_1289_col,,,,,1,1,1
2014-08-10,11428,Sunday,2,8,2014,d_1290_col,,,,,1,0,0
2014-08-11,11428,Monday,3,8,2014,d_1291_col,,,,,0,1,1
2014-08-12,11428,Tuesday,4,8,2014,d_1292_col,,,,,0,1,1
2014-08-13,11428,Wednesday,5,8,2014,d_1293_col,,,,,0,1,0
2014-08-14,11428,Thursday,6,8,2014,d_1294_col,,,,,0,0,1
2014-08-15,11428,Friday,7,8,2014,d_1295_col,,,,,0,1,1
2014-08-16,11429,Saturday,1,8,2014,d_1296_col,,,,,0,0,0
2014-08-17,11429,Sunday,2,8,2014,d_1297_col,,,,,0,0,0
2014-08-18,11429,Monday,3,8,2014,d_1298_col,,,,,0,0,0
2014-08-19,11429,Tuesday,4,8,2014,d_1299_col,,,,,0,0,0
2014-08-20,11429,Wednesday,5,8,2014,d_1300_col,,,,,0,0,0
2014-08-21,11429,Thursday,6,8,2014,d_1301_col,,,,,0,0,0
2014-08-22,11429,Friday,7,8,2014,d_1302_col,,,,,0,0,0
2014-08-23,11430,Saturday,1,8,2014,d_1303_col,,,,,0,0,0
2014-08-24,11430,Sunday,2,8,2014,d_1304_col,,,,,0,0,0
2014-08-25,11430,Monday,3,8,2014,d_1305_col,,,,,0,0,0
2014-08-26,11430,Tuesday,4,8,2014,d_1306_col,,,,,0,0,0
2014-08-27,11430,Wednesday,5,8,2014,d_1307_col,,,,,0,0,0
2014-08-28,11430,Thursday,6,8,2014,d_1308_col,,,,,0,0,0
2014-08-29,11430,Friday,7,8,2014,d_1309_col,,,,,0,0,0
2014-08-30,11431,Saturday,1,8,2014,d_1310_col,,,,,0,0,0
2014-08-31,11431,Sunday,2,8,2014,d_1311_col,,,,,0,0,0
2014-09-01,11431,Monday,3,9,2014,d_1312_col,LaborDay,National,,,1,1,0
2014-09-02,11431,Tuesday,4,9,2014,d_1313_col,,,,,1,0,1
2014-09-03,11431,Wednesday,5,9,2014,d_1314_col,,,,,1,1,1
2014-09-04,11431,Thursday,6,9,2014,d_1315_col,,,,,1,0,0
2014-09-05,11431,Friday,7,9,2014,d_1316_col,,,,,1,1,1
2014-09-06,11432,Saturday,1,9,2014,d_1317_col,,,,,1,1,1
2014-09-07,11432,Sunday,2,9,2014,d_1318_col,,,,,1,1,0
2014-09-08,11432,Monday,3,9,2014,d_1319_col,,,,,1,0,1
2014-09-09,11432,Tuesday,4,9,2014,d_1320_col,,,,,1,1,1
2014-09-10,11432,Wednesday,5,9,2014,d_1321_col,,,,,1,0,0
2014-09-11,11432,Thursday,6,9,2014,d_1322_col,,,,,0,1,1
2014-09-12,11432,Friday,7,9,2014,d_1323_col,,,,,0,1,1
2014-09-13,11433,Saturday,1,9,2014,d_1324_col,,,,,0,1,0
2014-09-14,11433,Sunday,2,9,2014,d_1325_col,,,,,0,0,1
2014-09-15,11433,Monday,3,9,2014,d_1326_col,,,,,0,1,1
2014-09-16,11433,Tuesday,4,9,2014,d_1327_col,,,,,0,0,0
2014-09-17,11433,Wednesday,5,9,2014,d_1328_col,,,,,0,0,0
2014-09-18,11433,Thursday,6,9,2014,d_1329_col,,,,,0,0,0
2014-09-19,11433,Friday,7,9,2014,d_1330_col,,,,,0,0,0
2014-09-20,11434,Saturday,1,9,2014,d_1331_col,,,,,0,0,0
2014-09-21,11434,Sunday,2,9,2014,d_1332_col,,,,,0,0,0
2014-09-22,11434,Monday,3,9,2014,d_1333_col,,,,,0,0,0
2014-09-23,11434,Tuesday,4,9,2014,d_1334_col,,,,,0,0,0
2014-09-24,11434,Wednesday,5,9,2014,d_1335_col,,,,,0,0,0
2014-09-25,11434,Thursday,6,9,2014,d_1336_col,,,,,0,0,0
2014-09-26,11434,Friday,7,9,2014,d_1337_col,,,,,0,0,0
2014-09-27,11435,Saturday,1,9,2014,d_1338_col,,,,,0,0,0
2014-09-28,11435,Sunday,2,9,2014,d_1339_col,,,,,0,0,0
2014-09-29,11435,Monday,3,9,2014,d_1340_col,,,,,0,0,0
2014-09-30,11435,Tuesday,4,9,2014,d_1341_col,,,,,0,0,0
2014-10-01,11435,Wednesday,5,10,2014,d_1342_col,,,,,1,1,0
2014-10-02,11435,Thursday,6,10,2014,d_1343_col,,,,,1,0,1
2014-10-03,11435,Friday,7,10,2014,d_1344_col,,,,,1,1,1
2014-10-04,11436,Saturday,1,10,2014,d_1345_col,EidAlAdha,Religious,,,1,0,0
2014-10-05,11436,Sunday,2,10,2014,d_1346_col,,,,,1,1,1
2014-10-06,11436,Monday,3,10,2014,d_1347_col,,,,,1,1,1
2014-10-07,11436,Tuesday,4,10,2014,d_1348_col,,,,,1,1,0
2014-10-08,11436,Wednesday,5,10,2014,d_1349_col,,,,,1,0,1
2014-10-09,11436,Thursday,6,10,2014,d_1350_col,,,,,1,1,1
2014-10-10,11436,Friday,7,10,2014,d_1351_col,,,,,1,0,0
2014-10-11,11437,Saturday,1,10,2014,d_1352_col,,,,,0,1,1
2014-10-12,11437,Sunday,2,10,2014,d_1353_col,,,,,0,1,1
2014-10-13,11437,Monday,3,10,2014,d_1354_col,ColumbusDay,National,,,0,1,0
2014-10-14,11437,Tuesday,4,10,2014,d_1355_col,,,,,0,0,1
2014-10-15,11437,Wednesday,5,10,2014,d_1356_col,,,,,0,1,1
2014-10-16,11437,Thursday,6,10,2014,d_1357_col,,,,,0,0,0
2014-10-17,11437,Friday,7,10,2014,d_1358_col,,,,,0,0,0
2014-10-18,11438,Saturday,1,10,2014,d_1359_col,,,,,0,0,0
2014-10-19,11438,Sunday,2,10,2014,d_1360_col,,,,,0,0,0
2014-10-20,11438,Monday,3,10,2014,d_1361_col,,,,,0,0,0
2014-10-21,11438,Tuesday,4,10,2014,d_1362_col,,,,,0,0,0
2014-10-22,11438,Wednesday,5,10,2014,d_1363_col,,,,,0,0,0
2014-10-23,11438,Thursday,6,10,2014,d_1364_col,,,,,0,0,0
2014-10-24,11438,Friday,7,10,2014,d_1365_col,,,,,0,0,0
2014-10-25,11439,Saturday,1,10,2014,d_1366_col,,,,,0,0,0
2014-10-26,11439,Sunday,2,10,2014,d_1367_col,,,,,0,0,0
2014-10-27,11439,Monday,3,10,2014,d_1368_col,,,,,0,0,0
2014-10-28,11439,Tuesday,4,10,2014,d_1369_col,,,,,0,0,0
2014-10-29,11439,Wednesday,5,10,2014,d_1370_col,,,,,0,0,0
2014-10-30,11439,Thursday,6,10,2014,d_1371_col,,,,,0,0,0
2014-10-31,11439,Friday,7,10,2014,d_1372_col,Halloween,Cultural,,,0,0,0
2014-11-01,11440,Saturday,1,11,2014,d_1373_col,,,,,1,1,0
2014-11-02,11440,Sunday,2,11,2014,d_1374_col,,,,,1,0,1
2014-11-03,11440,Monday,3,11,2014,d_1375_col,,,,,1,1,1
2014-11-04,11440,Tuesday,4,11,2014,d_1376_col,,,,,1,0,0
2014-11-05,11440,Wednesday,5,11,2014,d_1377_col,,,,,1,1,1
2014-11-06,11440,Thursday,6,11,2014,d_1378_col,,,,,1,1,1
2014-11-07,11440,Friday,7,11,2014,d_1379_col,,,,,1,1,0
2014-11-08,11441,Saturday,1,11,2014,d_1380_col,,,,,1,0,1
2014-11-09,11441,Sunday,2,11,2014,d_1381_col,,,,,1,1,1
2014-11-10,11441,Monday,3,11,2014,d_1382_col,,,,,1,0,0
2014-11-11,11441,Tuesday,4,11,2014,d_1383_col,VeteransDay,National,,,0,1,1
2014-11-12,11441,Wednesday,5,11,2014,d_1384_col,,,,,0,1,1
2014-11-13,11441,Thursday,6,11,2014,d_1385_col,,,,,0,1,0
2014-11-14,11441,Friday,7,11,2014,d_1386_col,,,,,0,0,1
2014-11-15,11442,Saturday,1,11,2014,d_1387_col,,,,,0,1,1
2014-11-16,11442,Sunday,2,11,2014,d_1388_col,,,,,0,0,0
2014-11-17,11442,Monday,3,11,2014,d_1389_col,,,,,0,0,0
2014-11-18,11442,Tuesday,4,11,2014,d_1390_col,,,,,0,0,0
2014-11-19,11442,Wednesday,5,11,2014,d_1391_col,,,,,0,0,0
2014-11-20,11442,Thursday,6,11,2014,d_1392_col,,,,,0,0,0
2014-11-21,11442,Friday,7,11,2014,d_1393_col,,,,,0,0,0
2014-11-22,11443,Saturday,1,11,2014,d_1394_col,,,,,0,0,0
2014-11-23,11443,Sunday,2,11,2014,d_1395_col,,,,,0,0,0
2014-11-24,11443,Monday,3,11,2014,d_1396_col,,,,,0,0,0
2014-11-25,11443,Tuesday,4,11,2014,d_1397_col,,,,,0,0,0
2014-11-26,11443,Wednesday,5,11,2014,d_1398_col,,,,,0,0,0
2014-11-27,11443,Thursday,6,11,2014,d_1399_col,Thanksgiving,National,,,0,0,0
2014-11-28,11443,Friday,7,11,2014,d_1400_col,,,,,0,0,0
2014-11-29,11444,Saturday,1,11,2014,d_1401_col,,,,,0,0,0
2014-11-30,11444,Sunday,2,11,2014,d_1402_col,,,,,0,0,0
2014-12-01,11444,Monday,3,12,2014,d_1403_col,,,,,1,1,0
2014-12-02,11444,Tuesday,4,12,2014,d_1404_col,,,,,1,0,1
2014-12-03,11444,Wednesday,5,12,2014,d_1405_col,,,,,1,1,1
2014-12-04,11444,Thursday,6,12,2014,d_1406_col,,,,,1,0,0
2014-12-05,11444,Friday,7,12,2014,d_1407_col,,,,,1,1,1
2014-12-06,11445,Saturday,1,12,2014,d_1408_col,,,,,1,1,1
2014-12-07,11445,Sunday,2,12,2014,d_1409_col,,,,,1,1,0
2014-12-08,11445,Monday,3,12,2014,d_1410_col,,,,,1,0,1
2014-12-09,11445,Tuesday,4,12,2014,d_1411_col,,,,,1,1,1
2014-12-10,11445,Wednesday,5,12,2014,d_1412_col,,,,,1,0,0
2014-12-11,11445,Thursday,6,12,2014,d_1413_col,,,,,0,1,1
2014-12-12,11445,Friday,7,12,2014,d_1414_col,,,,,0,1,1
2014-12-13,11446,Saturday,1,12,2014,d_1415_col,,,,,0,1,0
2014-12-14,11446,Sunday,2,12,2014,d_1416_col,,,,,0,0,1
2014-12-15,11446,Monday,3,12,2014,d_1417_col,,,,,0,1,1
2014-12-16,11446,Tuesday,4,12,2014,d_1418_col,,,,,0,0,0
2014-12-17,11446,Wednesday,5,12,2014,d_1419_col,,,,,0,0,0
2014-12-18,11446,Thursday,6,12,2014,d_1420_col,,,,,0,0,0
2014-12-19,11446,Friday,7,12,2014,d_1421_col,,,,,0,0,0
2014-12-20,11447,Saturday,1,12,2014,d_1422_col,,,,,0,0,0
2014-12-21,11447,Sunday,2,12,2014,d_1423_col,,,,,0,0,0
